,categoryName,isAdvertisement,isLocalGuide,language,likesCount,publishAt,publishedAtDate,reviewContext/Reservation recommended,reviewContext/Visited on,reviewContext/Wait time,reviewerNumberOfReviews,reviewsCount,stars,state,temporarilyClosed,text,title,totalScore,responseFromOwnerDate,responseFromOwnerText,sentiment,Unnamed: 0
80,National park,False,True,en,0,Edited 3 years ago,2022-06-11T05:42:04.253Z,None,None,None,254,302,3,Northern Territory,False,Good walking tracks.,Charles Darwin National Park,4.2,None,None,Positive,80.0
81,National park,False,True,en,0,3 years ago,2022-05-27T10:11:48.869Z,None,None,None,20,302,5,Northern Territory,False,"3.5 stars.
The WWII Explosive Storages are located in the park. One exhibition is just located near the entrance. Free of charge. No security guard.
Go a bit futher, it's the park with BBQ/Picnic area. Enough carparks. There is an outlook - looking the city ot Darwin by using binoculars.
Have bike trails and  3 levels of walking trails.
Beware of insects.",Charles Darwin National Park,4.2,None,None,Positive,81.0
82,National park,False,True,en,0,3 years ago,2022-05-10T11:09:52.161Z,None,None,None,64,302,5,Northern Territory,False,Wow the history you see here and the feeling is hard to explain,Charles Darwin National Park,4.2,None,None,Negative,82.0
83,National park,False,True,en,0,3 years ago,2022-02-20T09:02:02.144Z,None,None,None,192,302,5,Northern Territory,False,"Nicely maintained park, beautiful landscape view of Darwin.
Awsome forest for walking/cycling or quad bikes",Charles Darwin National Park,4.2,None,None,Positive,83.0
84,National park,False,True,en,0,3 years ago,2022-02-12T08:05:25.515Z,None,None,None,505,302,4,Northern Territory,False,"If you are interested in the military history of Darwin, then this National Park offers a look at the WW2 ammunition bunkers.
Inside one of these bunkers is a exhibit showing the history of the area.
Further in the park is a lookout overlooking Darwin",Charles Darwin National Park,4.2,None,None,Positive,84.0
85,National park,False,True,en,0,3 years ago,2022-01-19T09:55:22.499Z,None,None,None,61,302,5,Northern Territory,False,Nothing short of epic. Belt around through the mud and jump over hills in these amazing buggies. DONT MISS OUT,Charles Darwin National Park,4.2,None,None,Positive,85.0
86,National park,False,True,en,0,3 years ago,2021-12-31T11:40:06.574Z,None,None,None,176,302,5,Northern Territory,False,"Great spot for birdwatching, bush walking or mountain biking. Make sure to cover up or take insect repellent - the park has mangroves bordering, and the midgies/mosquitoes can be quite bad at times. Excellent picnic area close to the carpark with a viewing platform of the city skyline.",Charles Darwin National Park,4.2,None,None,Positive,86.0
87,National park,False,True,en,0,3 years ago,2021-09-29T16:52:31.143Z,None,None,None,29,302,4,Northern Territory,False,"3.5 stars.
The WWII Explosive Storages are located in the park. One exhibition is just located near the entrance. Free of charge. No security guard.
Go a bit futher, it's the park with BBQ/Picnic area. Enough carparks. There is an outlook - looking the city ot Darwin by using binoculars.
Have bike trails and  3 levels of walking trails.
Beware of insects.",Charles Darwin National Park,4.2,None,None,Positive,87.0
88,National park,False,True,en,0,3 years ago,2021-09-26T03:15:58.346Z,None,None,None,103,302,5,Northern Territory,False,Magnificent. Peaceful. Well worth a visit.,Charles Darwin National Park,4.2,None,None,Positive,88.0
89,National park,False,True,en,0,3 years ago,2021-09-23T05:01:31.351Z,None,None,None,32,302,5,Northern Territory,False,"3.5 stars.
The WWII Explosive Storages are located in the park. One exhibition is just located near the entrance. Free of charge. No security guard.
Go a bit futher, it's the park with BBQ/Picnic area. Enough carparks. There is an outlook - looking the city ot Darwin by using binoculars.
Have bike trails and  3 levels of walking trails.
Beware of insects.",Charles Darwin National Park,4.2,None,None,Positive,89.0
90,National park,False,True,en,0,4 years ago,2021-08-31T07:53:01.502Z,None,None,None,107,302,4,Northern Territory,False,Good facilities to lunch and WWII history. No crazy entry fees. Be warned its hot and midgees are a plenty so take insect repellent if your the type that seems to attract insects.,Charles Darwin National Park,4.2,None,None,Positive,90.0
91,National park,False,False,en,0,4 years ago,2021-08-27T01:12:28.245Z,None,None,None,19,302,3,Northern Territory,False,"3.5 stars.
The WWII Explosive Storages are located in the park. One exhibition is just located near the entrance. Free of charge. No security guard.
Go a bit futher, it's the park with BBQ/Picnic area. Enough carparks. There is an outlook - looking the city ot Darwin by using binoculars.
Have bike trails and  3 levels of walking trails.
Beware of insects.",Charles Darwin National Park,4.2,None,None,Neutral,91.0
92,National park,False,True,en,0,4 years ago,2021-08-18T07:21:23.768Z,None,None,None,571,302,5,Northern Territory,False,"This national park was amazing but please wear long sleeves and spray insect repellant as there is signage saying to do so for good reason, we came out and could feel the midges biting us, the next day we flared up. It’s a great stop over though, with so much thorough history where you can walk into different bunkers to read some history and the views from the lookout were awesome. There is a lot of MTB tracks and walking tracks to enjoy and find hidden places.

“Jonique Life”
Follow our journey around Australia on Facebook, Instagram, Tik Tok and YouTube as we highlight wonderful experiences and magical places you can add to your ever growing bucket list.",Charles Darwin National Park,4.2,None,None,Positive,92.0
93,National park,False,True,en,0,4 years ago,2021-08-12T09:55:54.408Z,None,None,None,211,302,5,Northern Territory,False,"3.5 stars.
The WWII Explosive Storages are located in the park. One exhibition is just located near the entrance. Free of charge. No security guard.
Go a bit futher, it's the park with BBQ/Picnic area. Enough carparks. There is an outlook - looking the city ot Darwin by using binoculars.
Have bike trails and  3 levels of walking trails.
Beware of insects.",Charles Darwin National Park,4.2,None,None,Positive,93.0
94,National park,False,True,en,0,4 years ago,2021-08-08T01:17:24.714Z,None,None,None,27,302,3,Northern Territory,False,average,Charles Darwin National Park,4.2,None,None,Negative,94.0
95,National park,False,True,en,0,Edited 4 years ago,2021-07-17T05:36:07.725Z,None,None,None,2,302,4,Northern Territory,False,"3.5 stars.
The WWII Explosive Storages are located in the park. One exhibition is just located near the entrance. Free of charge. No security guard.
Go a bit futher, it's the park with BBQ/Picnic area. Enough carparks. There is an outlook - looking the city ot Darwin by using binoculars.
Have bike trails and  3 levels of walking trails.
Beware of insects.",Charles Darwin National Park,4.2,None,None,Positive,95.0
96,National park,False,True,en,0,4 years ago,2021-07-16T22:50:25.325Z,None,None,None,83,302,3,Northern Territory,False,Nice view and history. Don't expect a theme park with a carousel.,Charles Darwin National Park,4.2,None,None,Positive,96.0
97,National park,False,True,en,0,4 years ago,2021-07-09T00:53:02.349Z,None,None,None,49,302,5,Northern Territory,False,"3.5 stars.
The WWII Explosive Storages are located in the park. One exhibition is just located near the entrance. Free of charge. No security guard.
Go a bit futher, it's the park with BBQ/Picnic area. Enough carparks. There is an outlook - looking the city ot Darwin by using binoculars.
Have bike trails and  3 levels of walking trails.
Beware of insects.",Charles Darwin National Park,4.2,None,None,Positive,97.0
98,National park,False,False,en,0,4 years ago,2021-07-08T02:56:32.791Z,None,None,None,1,302,3,Northern Territory,False,"3.5 stars.
The WWII Explosive Storages are located in the park. One exhibition is just located near the entrance. Free of charge. No security guard.
Go a bit futher, it's the park with BBQ/Picnic area. Enough carparks. There is an outlook - looking the city ot Darwin by using binoculars.
Have bike trails and  3 levels of walking trails.
Beware of insects.",Charles Darwin National Park,4.2,None,None,Neutral,98.0
99,National park,False,True,en,0,4 years ago,2021-07-03T21:57:22.036Z,None,None,None,119,302,2,Northern Territory,False,Take bug spray as there are a lot of midges in the park.  The view is not that great.,Charles Darwin National Park,4.2,None,None,Positive,99.0
100,National park,False,True,en,0,9 hours ago,2025-09-21T05:08:41.010Z,None,None,None,40,1612,5,Northern Territory,False,A must see location when in Darwin!,Litchfield National Park,4.8,None,None,Neutral,0.0
101,National park,False,True,en,0,3 days ago,2025-09-18T10:35:56.099Z,None,None,None,82,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,1.0
102,National park,False,True,en,0,4 days ago,2025-09-16T21:56:09.157Z,None,None,None,15,1612,4,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,2.0
103,National park,False,True,en,0,5 days ago,2025-09-16T07:00:02.075Z,None,None,None,23,1612,5,Northern Territory,False,Beautiful! All the site a reasonable drive.,Litchfield National Park,4.8,None,None,Positive,3.0
104,National park,False,True,en,0,a week ago,2025-09-13T10:38:13.023Z,None,None,None,83,1612,5,Northern Territory,False,"I spent one day exploring Litchfield National Park, and it was definitely not enough time to fully appreciate it. However, I was able to visit nearly all the main sites accessible by SUV. Every stop, except for Bamboo Creek, had well-maintained facilities such as restrooms and picnic tables. I also found the information boards at each location very useful – they provide detailed insights about the park, which is especially important since mobile reception is limited. Overall, I truly loved the experience and would highly recommend it.",Litchfield National Park,4.8,None,None,Positive,4.0
105,National park,False,True,en,0,a week ago,2025-09-10T00:42:22.434Z,None,None,None,26,1612,5,Northern Territory,False,"Very nice vibe for a relaxing weekend.

Wildlife and nature all around, toilets available, and a place to grab some food just nearby.

Watch out for the little (well, rather big) lizards harmless but surprising!

A few spiders as well.

A very enjoyable moment.",Litchfield National Park,4.8,None,None,Positive,5.0
106,National park,False,True,en,0,2 weeks ago,2025-09-06T10:15:51.031Z,None,None,None,13,1612,5,Northern Territory,False,Sehr zu empfehlen,Litchfield National Park,4.8,None,None,Neutral,6.0
107,National park,False,True,en,0,2 weeks ago,2025-09-03T13:05:59.831Z,None,None,None,22,1612,5,Northern Territory,False,Beautiful National Park. Great infrastructure but still maintains its natural beauty and stunning scenery.,Litchfield National Park,4.8,None,None,Positive,7.0
108,National park,False,True,en,0,2 weeks ago,2025-09-01T10:46:07.994Z,None,None,None,12,1612,5,Northern Territory,False,Great place and highly recommended,Litchfield National Park,4.8,None,None,Positive,8.0
109,National park,False,True,en,0,3 weeks ago,2025-08-31T08:56:32.441Z,None,None,None,21,1612,5,Northern Territory,False,Must do when your in Darwin beautiful country,Litchfield National Park,4.8,None,None,Positive,9.0
110,National park,False,True,en,0,3 weeks ago,2025-08-31T08:56:24.666Z,None,None,None,53,1612,5,Northern Territory,False,"Been there twice in the past couple of weeks and still haven’t seen it all.Fantastic sites
Top quality facilities and infrastructure.
A credit to the Northern Territory 👍👍👍👍",Litchfield National Park,4.8,None,None,Positive,10.0
111,National park,False,True,en,0,3 weeks ago,2025-08-29T15:07:45.917Z,None,None,None,11,1612,5,Northern Territory,False,"Litchfield National Park, covering approximately 1500 km2, is near the township of Batchelor, 100 km south-west of Darwin, in the Northern Territory of Australia. Each year the park attracts over 260,000 visitors.

Proclaimed a national park in 1986, it is named after Frederick Henry Litchfield, a Territory pioneer, who explored areas of the Northern Territory from Escape Cliffs in Van Diemen Gulf to the Daly River in 1864.

This park is home to stunning and idyllic waterfalls, places to swim and stay, 4WD tracks, scenic walks and hidden natural wonders which is a true wonder of the Top End.🇦🇺🏞️

利奇菲尔德国家公园占地约1500平方公里，位于澳大利亚北领地达尔文西南100公里处的巴彻勒镇附近。每年，公园吸引超过26万游客。

该公园于1986年宣布成为国家公园，以北领地先驱弗雷德里克·亨利·利奇菲尔德的名字命名。他于1864年探索了北领地从范迪门湾的逃生悬崖到戴利河的地区。

这个公园拥有令人惊叹的田园诗般的瀑布、游泳和住宿场所、四驱车道、风景优美的步道和隐藏的自然奇观，是北端地区真正的奇迹。🇦🇺🏞️",Litchfield National Park,4.8,None,None,Positive,11.0
112,National park,False,True,en,0,3 weeks ago,2025-08-29T11:41:46.391Z,None,None,None,15,1612,5,Northern Territory,False,Brilliant,Litchfield National Park,4.8,None,None,Positive,12.0
113,National park,False,True,en,0,4 weeks ago,2025-08-22T12:51:36.193Z,None,None,None,85,1612,5,Northern Territory,False,Es un lugar hermoso.,Litchfield National Park,4.8,None,None,Neutral,13.0
114,National park,False,True,en,0,4 weeks ago,2025-08-22T01:55:20.110Z,None,None,None,14,1612,5,Northern Territory,False,Best!! Shouldn’t miss,Litchfield National Park,4.8,None,None,Positive,14.0
115,National park,False,True,en,0,a month ago,2025-08-19T09:59:23.030Z,None,None,None,75,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,15.0
116,National park,False,False,en,0,a month ago,2025-08-18T02:19:40.148Z,None,None,None,3,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,16.0
117,National park,False,False,en,0,a month ago,2025-08-17T13:22:54.941Z,None,None,None,0,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,17.0
118,National park,False,True,en,0,a month ago,2025-08-16T22:43:26.176Z,None,None,None,182,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,18.0
119,National park,False,True,en,0,a month ago,2025-08-15T10:59:42.770Z,None,None,None,80,1612,5,Northern Territory,False,Bring your swimming stuff and floater,Litchfield National Park,4.8,None,None,Neutral,19.0
120,National park,False,True,en,0,a month ago,2025-08-14T15:36:56.996Z,None,None,None,182,1612,5,Northern Territory,False,"Petit parc national sympathique dans lequel nous avons vu des termitières gigantesques (+ de 5 m. de haut) et en parfait état, gage que le réchauffement climatique n'a pas encore fait de dégâts, ainsi que les cascades de Florence Falls.",Litchfield National Park,4.8,None,None,Neutral,20.0
121,National park,False,True,en,0,a month ago,2025-08-12T09:05:07.471Z,None,None,None,61,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,21.0
122,National park,False,True,en,0,a month ago,2025-08-12T06:02:48.146Z,None,None,None,5,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,22.0
123,National park,False,True,en,0,a month ago,2025-08-09T23:07:52.234Z,None,None,None,131,1612,5,Northern Territory,False,Walking &swimming,Litchfield National Park,4.8,None,None,Neutral,23.0
124,National park,False,True,en,0,a month ago,2025-08-06T07:51:58.034Z,None,None,None,14,1612,5,Northern Territory,False,"Litchfield has always been the best place for me and my family. We do consider going Katherine sometimes, but why go far when there's a closer one available with many more place to visit and pools to swim at? There are also new places in Litchfield that we haven't visited yet, but when we find the time we surely will do that!",Litchfield National Park,4.8,None,None,Positive,24.0
125,National park,False,False,en,0,a month ago,2025-08-05T23:22:17.186Z,None,None,None,4,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,25.0
126,National park,False,True,en,0,a month ago,2025-08-05T08:20:42.750Z,None,None,None,43,1612,5,Northern Territory,False,Definitely go there if you're in the area. Incredible.,Litchfield National Park,4.8,None,None,Positive,26.0
127,National park,False,False,en,0,a month ago,2025-08-04T10:13:58.734Z,None,None,None,2,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,27.0
128,National park,False,False,en,0,a month ago,2025-08-04T07:27:36.919Z,None,None,None,0,1612,1,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Negative,28.0
129,National park,False,True,en,0,a month ago,2025-08-01T00:03:25.351Z,None,None,None,154,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,29.0
130,National park,False,True,en,0,a month ago,2025-07-30T09:08:20.673Z,None,None,None,56,1612,3,Northern Territory,False,"Worth a ride from Darwin but not from across the country. Natural swimming pools were nice, during summer holidays very overcrowded.",Litchfield National Park,4.8,None,None,Positive,30.0
131,National park,False,True,en,0,a month ago,2025-07-30T08:08:35.653Z,None,None,None,28,1612,5,Northern Territory,False,Beautiful place,Litchfield National Park,4.8,None,None,Positive,31.0
132,National park,False,True,en,0,a month ago,2025-07-29T11:55:00.434Z,None,None,None,67,1612,5,Northern Territory,False,Nice atmosphere.,Litchfield National Park,4.8,None,None,Positive,32.0
133,National park,False,False,en,0,a month ago,2025-07-28T00:27:50.616Z,None,None,None,5,1612,5,Northern Territory,False,An inspiring place,Litchfield National Park,4.8,None,None,Positive,33.0
134,National park,False,False,en,0,a month ago,2025-07-26T16:13:55.213Z,None,None,None,6,1612,3,Northern Territory,False,"A pretty hot dry walk up to the top falls. Would be better with the lower falls open too, otherwise: could skip.",Litchfield National Park,4.8,None,None,Positive,34.0
135,National park,False,False,en,0,a month ago,2025-07-25T03:07:50.726Z,None,None,None,6,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,35.0
136,National park,False,True,en,0,a month ago,2025-07-23T05:21:45.961Z,None,None,None,207,1612,4,Northern Territory,False,So much to do and see a lot nice and better than kakadu,Litchfield National Park,4.8,None,None,Positive,36.0
137,National park,False,True,en,0,a month ago,2025-07-22T04:05:05.480Z,None,None,None,250,1612,5,Northern Territory,False,"First we visited Florence falls bit of a walk but no issues for me so tip don't carry to much stuff and bring water. Our 2nd destination was Wangi Falls, So beautiful with the scenery for a family/friends trip place was clean and maintain lots of parking including your caravans for interstate visitors, Toilets facilities are clean and maintain. Definitely coming back in the future.
BRING YOUR RUBBISH WITH YOU STOP LITTERING.",Litchfield National Park,4.8,None,None,Positive,37.0
138,National park,False,True,en,0,2 months ago,2025-07-21T10:52:08.996Z,None,None,None,7,1612,4,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,38.0
139,National park,False,True,en,0,2 months ago,2025-07-20T07:30:54.391Z,None,None,None,15,1612,5,Northern Territory,False,Loooooooooooved it 🐊🐊 it’s a must while in Darwin!,Litchfield National Park,4.8,None,None,Neutral,39.0
140,National park,False,True,en,0,2 months ago,2025-07-19T01:30:17.797Z,None,None,None,17,1612,5,Northern Territory,False,"Beautiful part filled with waterfalls and spectacular views, and giany Termite mounds. A great day out. Finished off with a visit to The Humpty Doo pub.",Litchfield National Park,4.8,None,None,Positive,40.0
141,National park,False,True,en,0,2 months ago,2025-07-18T02:59:45.907Z,None,None,None,38,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,41.0
142,National park,False,False,en,0,2 months ago,2025-07-17T11:19:15.641Z,None,None,None,13,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,42.0
143,National park,False,False,en,0,2 months ago,2025-07-15T12:58:50.955Z,None,None,None,5,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,43.0
144,National park,False,True,en,0,2 months ago,2025-07-13T20:48:39.878Z,None,None,None,159,1612,5,Northern Territory,False,Another great National Park. Some amazing rock pools and waterfalls to visit.,Litchfield National Park,4.8,None,None,Positive,44.0
145,National park,False,True,en,0,2 months ago,2025-07-13T01:12:53.558Z,None,None,None,15,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,45.0
146,National park,False,False,en,0,2 months ago,2025-07-11T15:28:07.590Z,None,None,None,0,1612,1,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Negative,46.0
147,National park,False,True,en,0,2 months ago,2025-07-10T06:18:32.096Z,None,None,None,63,1612,5,Northern Territory,False,"Wangi falls , a gem in the Litchfield national Park.",Litchfield National Park,4.8,None,None,Neutral,47.0
148,National park,False,True,en,0,2 months ago,2025-07-08T00:40:03.593Z,None,None,None,30,1612,5,Northern Territory,False,"Stunning beautiful, easily done in a day trip from Darwin.",Litchfield National Park,4.8,None,None,Positive,48.0
149,National park,False,True,en,0,2 months ago,2025-07-07T11:04:14.309Z,None,None,None,39,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,49.0
150,National park,False,True,en,0,2 months ago,2025-07-07T00:22:22.190Z,None,None,None,37,1612,5,Northern Territory,False,Great waterfalls and nature landscapes.,Litchfield National Park,4.8,None,None,Positive,50.0
151,National park,False,False,en,0,2 months ago,2025-07-05T07:24:29.947Z,None,None,None,6,1612,5,Northern Territory,False,"Rugged top end beauty accessible for all. Tops if you are in a wheelchair or hiking in.
Easy drive from Darwin.",Litchfield National Park,4.8,None,None,Positive,51.0
152,National park,False,False,en,0,2 months ago,2025-07-05T03:52:22.624Z,None,None,None,7,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,52.0
153,National park,False,True,en,0,2 months ago,2025-07-04T20:05:28.839Z,None,None,None,346,1612,5,Northern Territory,False,"So many stunning places to go and safe swimming holes.  Florence Falls was brilliant,  Buley Rockhole was busy.",Litchfield National Park,4.8,None,None,Positive,53.0
154,National park,False,True,en,0,2 months ago,2025-07-03T06:06:55.124Z,None,None,None,110,1612,5,Northern Territory,False,Best part of the NT,Litchfield National Park,4.8,None,None,Positive,54.0
155,National park,False,True,en,0,2 months ago,2025-07-02T06:59:02.143Z,None,None,None,51,1612,5,Northern Territory,False,Have to discover,Litchfield National Park,4.8,None,None,Neutral,55.0
156,National park,False,False,en,0,2 months ago,2025-07-02T03:48:23.756Z,None,None,None,4,1612,5,Northern Territory,False,"Fantastic place to visit, swim and explore.",Litchfield National Park,4.8,None,None,Positive,56.0
157,National park,False,False,en,0,2 months ago,2025-07-01T07:43:43.006Z,None,None,None,11,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,57.0
158,National park,False,True,en,0,2 months ago,2025-06-29T07:40:58.387Z,None,None,None,13,1612,5,Northern Territory,False,"It is such a beautiful place to visit and not far out of Darwin. There are tours that go to Litchfield, but it's an easy drive if you hire a car. Make sure you see the Termite Mounds and Florence Falls. Wangi Falls is an amazing place to have a refreshing swim. If you have a 4wd, there are many other spots you can visit as well.",Litchfield National Park,4.8,None,None,Positive,58.0
159,National park,False,True,en,0,2 months ago,2025-06-28T06:55:56.080Z,None,None,None,100,1612,5,Northern Territory,False,"C'est vraiment un park à faire si vous passez par là, on a adoré florence falls, buley rockhole mais surtout wangi falls où l’on peut ce baigner et faire la marche autour des cascades. On a vue des chauve-souris et varans.",Litchfield National Park,4.8,None,None,Neutral,59.0
160,National park,False,False,en,0,2 months ago,2025-06-26T01:22:10.761Z,None,None,None,5,1612,4,Northern Territory,False,"Most of the experience was great as always but I think the campsites at the 2wd Florence Falls camp-site are too close together and noise carries very easily even when you are trying to be quiet. I guess it does depend on the people in the camp grounds but it isn't realistic to expect people to whisper all the time once the sun goes down. Other than that, the swimming spots are clean, well maintained and always beautiful. Always a good trip out to Litchfield!",Litchfield National Park,4.8,None,None,Positive,60.0
161,National park,False,True,en,0,2 months ago,2025-06-25T04:54:48.164Z,None,None,None,54,1612,5,Northern Territory,False,"Spectacular waterfalls, beautiful swimming areas and natural pools. Spent only one day there, should have stayed longer.",Litchfield National Park,4.8,None,None,Positive,61.0
162,National park,False,True,en,0,2 months ago,2025-06-24T10:39:36.515Z,None,None,None,2,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,62.0
163,National park,False,False,en,0,3 months ago,2025-06-20T11:23:00.347Z,None,None,None,8,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,63.0
164,National park,False,True,en,0,3 months ago,2025-06-19T09:47:45.891Z,None,None,None,126,1612,5,Northern Territory,False,The weather was great and easy to walk around,Litchfield National Park,4.8,None,None,Positive,64.0
165,National park,False,True,en,0,3 months ago,2025-06-19T09:41:51.294Z,None,None,None,50,1612,5,Northern Territory,False,"Had a wonderful few days. Visited Tolmer Falls, Wangi Falls,  Termite mounds, Florence Falls, Buley Rockhole and Cascades.",Litchfield National Park,4.8,None,None,Positive,65.0
166,National park,False,False,en,0,3 months ago,2025-06-17T20:57:57.657Z,None,None,None,6,1612,5,Northern Territory,False,"Absolutely stunning area. Take plenty of water and sunscreen, you'll be spending the day... a picnic would also be a good idea as there's tables to stop at at the major swimming holes...",Litchfield National Park,4.8,None,None,Positive,66.0
167,National park,False,False,en,0,3 months ago,2025-06-17T09:18:29.555Z,None,None,None,5,1612,3,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Neutral,67.0
168,National park,False,True,en,0,3 months ago,2025-06-16T08:43:13.722Z,None,None,None,444,1612,5,Northern Territory,False,"Wangi falls was excellent, big open area, plenty of room for everyone in and out of the waterhole. Only downside had to wait 40 minutes for chips at the cafe🤷",Litchfield National Park,4.8,None,None,Positive,68.0
169,National park,False,True,en,0,3 months ago,2025-06-14T11:17:07.314Z,None,None,None,340,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,69.0
170,National park,False,True,en,0,3 months ago,2025-06-14T08:22:15.436Z,None,None,None,15,1612,5,Northern Territory,False,Awesome,Litchfield National Park,4.8,None,None,Positive,70.0
171,National park,False,True,en,0,3 months ago,2025-06-13T13:28:52.168Z,None,None,None,30,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,71.0
172,National park,False,False,en,0,3 months ago,2025-06-13T07:08:44.748Z,None,None,None,0,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,72.0
173,National park,False,False,en,0,3 months ago,2025-06-13T02:36:36.898Z,None,None,None,7,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,73.0
174,National park,False,False,en,0,3 months ago,2025-06-04T22:26:12.055Z,None,None,None,5,1612,4,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,74.0
175,National park,False,False,en,0,3 months ago,2025-06-04T15:08:58.814Z,None,None,None,8,1612,5,Northern Territory,False,"Beautiful park within driving distance of Darwin, if you have just a bit of time to see the Australian bush like we did. Saw a bunch of wallabies at Rum Jungle, got stuck behind a road train, hiked to a waterfall and found a place that did a good ice (cream???) coffee among other things. Made us itchy to see a whole lot more.",Litchfield National Park,4.8,None,None,Positive,75.0
176,National park,False,True,en,0,3 months ago,2025-05-29T12:22:03.577Z,None,None,None,144,1612,5,Northern Territory,False,"We visited Litchfield National Park over the weekend and had a wonderful time. The park features many beautiful waterfalls surrounded by stunning landscapes. There’s plenty of space for picnics or barbecues, and the toilet facilities are clean and well-maintained. One of the highlights was Buley Rockhole, a great spot where you can relax and swim in the refreshing natural pools. It’s a perfect getaway for nature lovers looking to enjoy a peaceful day outdoors.",Litchfield National Park,4.8,None,None,Positive,76.0
177,National park,False,True,en,0,3 months ago,2025-05-28T02:44:14.258Z,None,None,None,56,1612,5,Northern Territory,False,Such a beautiful view and nature environment can’t ask for more such a unique experience for all tourists and locals enjoy dry season at his best !!! Welcome you all ! Blessings!,Litchfield National Park,4.8,None,None,Positive,77.0
178,National park,False,True,en,0,4 months ago,2025-05-16T04:57:07.674Z,None,None,None,4,1612,5,Northern Territory,False,"Unbelievable scenery, short distances between points of interest..",Litchfield National Park,4.8,None,None,Negative,78.0
179,National park,False,False,en,0,4 months ago,2025-05-12T20:04:28.195Z,None,None,None,0,1612,4,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,79.0
180,National park,False,True,en,0,4 months ago,2025-05-11T22:30:45.158Z,None,None,None,10,1612,5,Northern Territory,False,"Beautiful day spent driving around Litchfield National Park. Bathrooms clean and serviced, food and drinks available, amazing scenery. Would definitely go back. Highly recommended. Take a dip in the natural pools to cool down - so refreshing.",Litchfield National Park,4.8,None,None,Positive,80.0
181,National park,False,True,en,0,4 months ago,2025-05-10T09:45:22.025Z,None,None,None,241,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,81.0
182,National park,False,True,en,0,4 months ago,2025-05-10T04:28:58.594Z,None,None,None,77,1612,5,Northern Territory,False,Amazing National Park and so close to Darwin!,Litchfield National Park,4.8,None,None,Positive,82.0
183,National park,False,False,en,0,4 months ago,2025-05-09T02:54:50.510Z,None,None,None,8,1612,5,Northern Territory,False,"Love getting in the cold, lovely natural water",Litchfield National Park,4.8,None,None,Positive,83.0
184,National park,False,True,en,0,4 months ago,2025-05-02T05:25:22.499Z,None,None,None,49,1612,5,Northern Territory,False,2wd access everywhere well kept and very nice,Litchfield National Park,4.8,None,None,Positive,84.0
